,Date,Open,High,Low,Close,Adj Close,Volume,SMA10,EMA10,SMA20,EMA20,SMA30,EMA30,SMA50,EMA50,SMA100,EMA100,SMA200,EMA200,RSI,STOCH_S,STOCH_M,CCI,ADX,ADX_D+,ADX_D-,AWS,MOM,MACD,MACD_S,STOCHRSI_K,STOCHRSI_D,WILLIAM,ULTIMATE
13,2012-08-06,139.72000122070312,140.9199981689453,139.55999755859375,140.83999633789062,117.0429458618164,475710400.0,136.33800201416017,136.30843055776685,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.67999267578125,,,,,,
14,2012-08-13,140.60000610351562,142.3000030517578,140.0399932861328,142.17999267578125,118.15650939941406,455720100.0,137.24600067138672,137.37598730649674,,,,,,,,,,,81.70879980366888,,,,0.0,0.0,0.0,,9.079986572265625,,,,,-0.7916249801213053,
15,2012-08-20,141.97999572753906,143.08999633789062,140.22000122070312,141.50999450683594,117.59974670410156,528027900.0,137.98300018310547,138.12762497928568,,,,,,,,,,,77.62799507422937,,,,0.0,0.0,0.0,,7.3699951171875,,,,,-9.905969488156021,
16,2012-08-27,141.88999938964844,142.0800018310547,140.19000244140625,141.16000366210938,117.30885314941406,458457100.0,138.75299987792968,138.6789665579809,,,,,,,,,,,75.5065615494582,92.4007118855958,,,0.0,17.88733194690143,14.163397803402772,,7.6999969482421875,,,,,-12.100269874935305,
17,2012-09-03,141.0399932861328,144.38999938964844,140.1300048828125,144.3300018310547,119.94329833984375,486431100.0,139.57599945068358,139.7064275167216,,,,,,,,,,,80.6614753471511,92.54864956767729,,,0.0,20.779454504160828,13.03614134114796,,8.229995727539062,,,,,-0.3478119338768116,
18,2012-09-10,144.19000244140625,148.11000061035156,143.4600067138672,147.24000549316406,122.36157989501953,658106600.0,140.7509994506836,141.07616896698386,,,,,,,,,,,83.99209700586287,94.17046289248161,93.0399414485849,,0.0,25.846031513751942,11.92084483268785,,11.75,,,,,-5.040529513743081,
19,2012-09-17,146.94000244140625,147.19000244140625,145.6300048828125,145.8699951171875,121.22303771972656,608820000.0,141.76299896240235,141.94777372156634,,,,,,,,,,,77.24685159302261,93.87787960616613,93.532330688775,,0.0,25.04701527833789,11.552318292893867,,10.1199951171875,,,,,-12.978019733881684,
21,2012-09-24,145.14999389648438,146.24000549316406,142.9499969482422,143.97000122070312,120.28279113769531,637875800.0,142.51299896240235,142.31545144868213,137.98200149536132,137.98200149536132,,,,,,,,,68.97395674733212,85.99845054580099,91.34893101481624,102.4517583438449,0.0,23.45154450348181,16.005306414604075,,7.5,,,,,-23.986099114972273,
22,2012-10-01,144.52000427246094,147.16000366210938,143.8300018310547,146.13999938964844,122.0957260131836,619770200.0,143.25899963378907,143.0108238015851,138.80200119018554,138.75895367576962,,,,,,,,,72.58517722331248,83.44479528933086,87.77370848043266,108.9412774236823,0.0,23.72267184633983,14.966163036488409,,7.4600067138671875,,,,,-12.701495283153445,
23,2012-10-08,145.60000610351562,146.1199951171875,142.5800018310547,142.88999938964844,119.38046264648438,599319200.0,143.61299896240234,142.98885572668752,139.34150085449218,139.15238660090094,,,,,,,,,61.112465242805705,76.55222660516513,81.99849081343233,73.46829347625422,0.0,22.07276956844036,16.36732456938698,,3.5399932861328125,,,,,-33.655725786378845,
24,2012-10-15,143.22999572753906,146.52000427246094,142.77000427246094,143.38999938964844,119.79815673828125,679092400.0,143.8679992675781,143.06179093813495,140.10300064086914,139.55596877125785,,,,,,,,,62.104834460934434,74.11434662936945,78.03712284128848,72.42535803976256,0.0,21.238687378704093,15.17042267862714,,2.5500030517578125,,,,,-31.299739042359324,
25,2012-10-22,143.14999389648438,143.6699981689453,140.38999938964844,141.35000610351562,118.09381103515625,718295200.0,143.78500061035157,142.75055733184053,140.51550064086913,139.72682946956812,,,,,,,,,55.84334422146306,63.405663611421744,71.35741228198545,28.25259859160011,0.0,19.869995398299782,18.868873004695423,,-0.829986572265625,,,,,-44.82754433699659,
26,2012-10-29,141.85000610351562,143.72000122070312,140.67999267578125,141.55999755859375,118.26924896240234,342136300.0,143.79000091552734,142.53409191852293,140.8865005493164,139.90141690661818,,,,,,,,,56.33141075508826,57.199382023654096,64.90646408814843,26.31658169790803,0.0,18.76855253846312,17.72852733642886,,0.0500030517578125,,,,,-52.27457054968179,
27,2012-11-05,141.35000610351562,143.52000427246094,137.5500030517578,138.16000366210938,115.42866516113281,852323700.0,143.49000091552733,141.73880314462957,141.12150039672852,139.73556802618876,,,,,,,,,47.229063727608136,36.22480246005903,52.276616031711626,-26.073296515629902,0.0,16.641547304927066,21.66102515327973,,-3.0,2.2252104888343354,,,,-94.22347773314452,
28,2012-11-12,138.58999633789062,139.25,134.6999969482422,136.3699951171875,113.93316650390625,829813100.0,142.69400024414062,140.7626562305492,141.1349998474121,139.41503727295054,,,,,,,,,43.26533033616735,21.985109217405057,38.4697645670394,-98.23348786850174,0.0,15.225340301300033,25.14814720638916,,-7.9600067138671875,1.6408801300941036,,,,-87.54662406495851,
29,2012-11-19,137.89999389648438,141.39999389648438,136.41000366210938,141.35000610351562,118.09381103515625,418423200.0,142.1050003051758,140.86944711654309,141.4279998779297,139.59932001871866,,,,,,,,,54.66492307741378,22.606603748722264,26.938838475395453,-37.5432682813852,17.765470957529626,17.75685577953861,22.834653439464923,,-5.8899993896484375,1.5616377894765776,,,,-50.41008695573018,
30,2012-11-26,140.64999389648438,142.50999450683594,139.0,142.14999389648438,118.76220703125,693511300.0,141.73300018310547,141.10227380380513,141.7479995727539,139.84224134041062,,,,,,,,,56.18782983586854,39.19960220199855,27.930438389375286,-9.504996383199137,16.979325396281812,18.65354266843808,21.358103096126943,,-3.720001220703125,1.5455735825688635,,19.906721655732373,,-44.44448237331567,47.926668982195636
31,2012-12-03,142.8000030517578,142.9199981689453,140.3699951171875,142.41000366210938,118.97941589355469,611416000.0,141.5770004272461,141.34004286895137,142.0449996948242,140.08679013295335,139.18033447265626,139.18033447265626,,,,,,,56.69698259277868,54.213290731625165,38.673165560781996,2.2216747123483964,16.09739346522384,18.52954481800323,20.329608991364996,,-1.55999755859375,1.5361158110805775,,30.900026022813172,,-42.50555847607864,52.353513040241396
